1.716107327624600846e+06,4.894021714950434864e+06
1.716067422072478337e+06,4.894004705857525580e+06
1.716149912453839788e+06,4.894001708827059716e+06
1.716096659186380915e+06,4.893997632974226028e+06
1.716073846567152999e+06,4.894025074486372992e+06
1.716093394937307108e+06,4.894002038063732907e+06
1.716070876341455616e+06,4.894000040314055048e+06
1.716144032735882327e+06,4.893993360502888449e+06
1.716109437970184488e+06,4.894011940528853796e+06
1.716149523425175808e+06,4.893994282819165848e+06
1.716129351491356734e+06,4.893980830419078469e+06
1.716072883773795795e+06,4.894005284189564176e+06
1.716129646453296067e+06,4.894021021349553019e+06
1.716129026141226990e+06,4.893995692940664478e+06
1.716100505182348192e+06,4.894007483533325605e+06
1.716136579064741731e+06,4.894022186860158108e+06
1.716149895001378609e+06,4.894007586575526744e+06
1.716084608885191148e+06,4.894006421425897628e+06
1.716131381847057026e+06,4.894000613694780506e+06
1.716147968345708912e+06,4.894021939171279781e+06
1.716092753848196939e+06,4.894022977593915537e+06
1.716134159685403109e+06,4.893983205449866131e+06
1.716099650239373092e+06,4.893983721146661788e+06
1.716076891228744993e+06,4.894020558394675143e+06
1.716058527853016974e+06,4.893994135054246522e+06
1.716068372497878969e+06,4.893994746939775534e+06
1.716083945962378988e+06,4.894016077850810252e+06
1.716103261792891659e+06,4.893980456890573725e+06
1.716105305215223460e+06,4.894002657936096191e+06
1.716141690192350652e+06,4.894013206005619839e+06
1.716133050643439637e+06,4.893991613559666090e+06
1.716113198647927027e+06,4.893983454215434380e+06
1.716124706739128334e+06,4.894013382004952058e+06
1.716085430442847311e+06,4.893987078961625695e+06
1.716101098030612338e+06,4.894017464150103740e+06
1.716128739787474507e+06,4.894004784884585999e+06
1.716065958022291306e+06,4.894018068905790336e+06
1.716082970848186640e+06,4.894020909217278473e+06
1.716153053423423786e+06,4.894023139287581667e+06
1.716053535050157690e+06,4.894007768718314357e+06
1.716127327180560445e+06,4.893990654824530706e+06
1.716115074393332703e+06,4.893977442675091326e+06
1.716087127978055505e+06,4.894011692388741300e+06
1.716118581269777613e+06,4.893984947993878275e+06
1.716107962143925717e+06,4.893997715101069771e+06
1.716121814393247478e+06,4.894003522853997536e+06
1.716135382623655256e+06,4.894012259543675929e+06
1.716087530397245660e+06,4.894001699302582070e+06
1.716082414412569953e+06,4.893991127946087159e+06
1.716114285618602531e+06,4.894020688626751304e+06
1.716139018940483918e+06,4.894007437914397568e+06
1.716081969124211464e+06,4.894001118943911977e+06
1.716107559959914302e+06,4.893984044765940867e+06
1.716120809998981887e+06,4.893989947069784626e+06
1.716058957413311116e+06,4.893999351000257768e+06
1.716066111114331987e+06,4.894012643310479820e+06
1.716111023477746174e+06,4.894002066016230732e+06
1.716092156968897907e+06,4.894012987723730505e+06
1.716133997673719889e+06,4.894017291046035476e+06
1.716055976368781878e+06,4.894017467086033896e+06
1.716148795704092830e+06,4.893980469878228381e+06
1.716090171583511401e+06,4.894006843966204673e+06
1.716124596219687490e+06,4.894007958367141895e+06
1.716106757581897778e+06,4.894016482953683473e+06
1.716119274833728792e+06,4.894018070073920302e+06
1.716147765152273234e+06,4.894012288162927143e+06
1.716096659208727768e+06,4.893987680278750136e+06
1.716081116441119695e+06,4.894011084699517116e+06
1.716143054509978974e+06,4.894023109352655709e+06
1.716094663795438595e+06,4.894018267990699038e+06
1.716111379431611858e+06,4.893993286384968087e+06
1.716062499052907107e+06,4.894003321535545401e+06
1.716075546764751431e+06,4.894010649345465936e+06
1.716073816627195338e+06,4.893995329228579067e+06
1.716051274625152349e+06,4.894013029973128811e+06
1.716109271167660365e+06,4.893988605961198919e+06
1.716140522221518448e+06,4.893998262332322076e+06
1.716133861398921348e+06,4.893977925692020915e+06
1.716094596780298976e+06,4.893981402832161635e+06
1.716071278180834837e+06,4.893990051797655411e+06
1.716119270689361496e+06,4.893980067994803190e+06
1.716054132474504411e+06,4.893989683996226639e+06
1.716047824039043393e+06,4.894007932920916937e+06
1.716129287460580235e+06,4.893974693792653270e+06
1.716105335703521268e+06,4.893992657925453037e+06
1.716115025342556182e+06,4.894010864304600284e+06
1.716125559563016985e+06,4.894000181069430895e+06
1.716087999437550781e+06,4.893982683611491695e+06
1.716079434684812091e+06,4.893995833566823974e+06
1.716136559840408852e+06,4.894002325028887019e+06
1.716144951548361685e+06,4.894017282080933452e+06
1.716057076429100242e+06,4.894011719573872164e+06
1.716117655365724349e+06,4.893994060095853172e+06
1.716052762257370399e+06,4.894002311980207451e+06
1.716143991784041980e+06,4.893978578313746490e+06
1.716066607031840365e+06,4.894023523643520661e+06
1.716138509275416378e+06,4.893992518171462230e+06
1.716102975735333748e+06,4.894012709150063805e+06
1.716148438151110196e+06,4.893973645236767828e+06
1.716133933325955644e+06,4.894006957088549621e+06
1.716113986707679927e+06,4.893997675716365688e+06
1.716115826554337749e+06,4.894003884045259096e+06
1.716091471234141383e+06,4.893986889401543885e+06
1.716143247670954326e+06,4.894003323440479115e+06
1.716060548632366583e+06,4.893988513055816293e+06
1.716061179830635432e+06,4.894014416000189260e+06
1.716086736022458179e+06,4.894025287536297925e+06
1.716043621809282340e+06,4.893995356225543655e+06
1.716053746720430674e+06,4.893995846958600916e+06
1.716049386695664143e+06,4.893992898084433749e+06
1.716045621329017915e+06,4.894002020404551178e+06
1.716057428895351943e+06,4.894005144084533677e+06
1.716119602114223875e+06,4.893998984922960401e+06
1.716085113617297262e+06,4.893996436446732841e+06
1.716124585942396428e+06,4.893986088312001899e+06
1.716129430746975122e+06,4.894010291138581000e+06
1.716076418001802405e+06,4.894000685809683055e+06
1.716135049897154793e+06,4.893997020863774233e+06
1.716062815978933126e+06,4.894008578530792147e+06
1.716124130717786960e+06,4.894018928909900598e+06
1.716090824458988849e+06,4.893996866121145897e+06
1.716078974967843620e+06,4.894005898233405314e+06
1.716102382615055423e+06,4.893997662033311091e+06
1.716065211045548320e+06,4.893998866193902679e+06
1.716100029394813580e+06,4.894022789685688913e+06
1.716139170660088537e+06,4.893977760139704682e+06
1.716136328843284864e+06,4.893973333068181761e+06
1.716088474044332979e+06,4.893991887603896670e+06
1.716088734086257871e+06,4.894018284937736578e+06
1.716122945231099380e+06,4.893975920409420505e+06
1.716080411041522399e+06,4.894025582066443749e+06
1.716142681965182768e+06,4.893972553742052056e+06
1.716044895443524001e+06,4.893990137535162270e+06
1.716149065203493694e+06,4.893987834353526123e+06
1.716099791989875957e+06,4.893992445156169124e+06
1.716119540094873169e+06,4.894013175364785828e+06
1.716099139896330191e+06,4.894002421434000134e+06
1.716109026365545811e+06,4.893978612911327742e+06
1.716130318854353391e+06,4.893986775336954743e+06
1.716111267609281698e+06,4.894007151907591149e+06
1.716123467330042273e+06,4.893994502391137183e+06
1.716124382597060176e+06,4.893981100047639571e+06
1.716049571808424545e+06,4.893998583462078124e+06
1.716139112594640115e+06,4.894017301297428086e+06
1.716063435057208873e+06,4.893993355838670395e+06
1.716094104130277177e+06,4.893992064444392920e+06
1.716115049021628918e+06,4.893989101276259869e+06
1.716070073803029256e+06,4.894009848538838327e+06
1.716076920350307832e+06,4.893990697895180434e+06
1.716150997905658092e+06,4.894016861451377161e+06
1.716080243623947492e+06,4.893985302742577158e+06
1.716095591612388380e+06,4.894007576544298790e+06
1.716097324478768511e+06,4.894013163846782409e+06
1.716145786375766853e+06,4.893998466681596823e+06
1.716142650274554733e+06,4.893988491161338985e+06
1.716144263681196840e+06,4.894008352969113737e+06
1.716139503787396941e+06,4.893982817796051502e+06
1.716119295205181465e+06,4.894008069453406148e+06
1.716129310585823376e+06,4.894015321909795515e+06
1.716078060805983143e+06,4.894015857952649705e+06
1.716066600101176882e+06,4.893987619580226019e+06
1.716112594446265837e+06,4.894015789202150889e+06
1.716072021833393257e+06,4.894015239945493639e+06
1.716136819309624843e+06,4.893987480223704129e+06
1.716074260531983338e+06,4.893985337286656722e+06
1.716144929099685512e+06,4.893984222426032647e+06
1.716105595973826479e+06,4.894007541005508974e+06
1.716060917623717105e+06,4.894020962282625027e+06
1.716103099625446135e+06,4.893987685802319087e+06
1.716071151708916062e+06,4.894020241781260818e+06
