1716162.787,4894029.4803
1716158.4238,4894011.155200001
1716155.806,4893961.4157
1716087.3178,4893974.6624
1716049.7822,4893981.9223
1716039.3108,4893982.3587
1716025.3488,4893979.740800001
1716023.1672,4893981.486
1716029.7119,4893987.1581
1716035.8203,4893997.193299999
1716039.6947,4894010.108100001
1716039.7471,4894010.282600001
1716041.4923,4894014.2094
1716048.9096,4894022.499299999
1716057.6358,4894029.4803
1716072.9068,4894033.407099999
1716083.8145,4894034.2797
1716094.7223,4894031.661900001
1716121.3374,4894027.735099999
1716162.787,4894034.7161
1716162.787,4894029.4803
